,Name,Kills,Assists,Deaths,MVPs,Score,Score Mean
2,FriendlyCone,"[22, 38, 15, 13, 21, 23, 34, 19, 24, 39, 31, 21, 33, 34, 26, 22, 22, 23, 23, 36, 24, 33, 14, 35, 28, 39, 7, 30, 18, 37, 36, 24, 34, 32, 35, 20, 29, 32, 23, 28, 29, 34, 29, 28, 19, 29, 29, 33, 20, 36, 32, 43, 38, 30, 46, 32, 16, 25, 33, 25, 21, 20, 25, 43, 36, 33, 33, 39, 36, 35, 41, 26, 36, 31, 45, 42, 36, 34, 39, 16, 19, 25, 39, 45, 8, 15, 39, 39, 40, 24, 36, 10, 31, 26, 26, 23, 19, 18, 19, 27, 30, 35, 34, 13, 16, 33, 43, 20, 38, 22, 33, 39, 30, 38, 30, 28, 40, 39, 18, 35, 36, 33, 27, 34, 36, 38, 43, 29, 30, 24, 25, 25, 27, 38, 34, 24, 29, 27, 25, 26, 26, 20, 30, 34, 30, 19, 34, 23, 28, 35, 45, 35, 22, 42, 37, 31, 30, 51, 31, 40, 37, 45, 30, 24, 23, 29, 24, 36, 17, 28, 37, 31, 24, 27, 35, 36, 33, 23, 16, 24, 25, 21, 39, 29, 27, 30, 26, 27, 30, 14, 32, 34, 29, 28, 30, 18, 36, 29, 23, 22, 34, 37, 34, 34, 50, 26, 31, 21, 30, 30, 30, 13, 14, 20]","[6, 7, 4, 4, 2, 5, 5, 5, 8, 4, 6, 6, 5, 4, 5, 6, 1, 5, 1, 3, 3, 4, 0, 8, 2, 7, 3, 2, 1, 9, 4, 1, 5, 3, 3, 2, 2, 4, 6, 4, 3, 5, 6, 4, 4, 4, 4, 1, 9, 5, 5, 6, 2, 2, 10, 2, 5, 3, 4, 4, 4, 5, 1, 3, 3, 5, 1, 5, 1, 9, 2, 7, 6, 6, 2, 11, 7, 5, 12, 3, 2, 7, 1, 2, 3, 5, 6, 2, 6, 5, 5, 1, 9, 7, 8, 2, 0, 4, 6, 9, 3, 3, 3, 3, 1, 2, 2, 3, 2, 3, 4, 2, 3, 4, 3, 12, 4, 3, 2, 9, 6, 3, 4, 3, 7, 3, 4, 3, 6, 2, 4, 5, 3, 3, 6, 3, 0, 9, 3, 2, 6, 5, 1, 3, 11, 3, 6, 2, 13, 8, 4, 8, 5, 4, 5, 7, 6, 3, 3, 4, 4, 1, 9, 3, 1, 0, 3, 6, 4, 2, 2, 6, 6, 3, 6, 1, 6, 2, 2, 5, 7, 1, 3, 5, 2, 5, 3, 5, 5, 1, 2, 5, 2, 3, 5, 6, 5, 4, 9, 2, 2, 5, 11, 7, 5, 4, 3, 1, 2, 5, 6, 2, 7, 2]","[12, 21, 12, 13, 23, 20, 21, 22, 15, 19, 26, 14, 19, 19, 20, 21, 10, 19, 8, 21, 9, 21, 1, 19, 11, 19, 18, 19, 5, 21, 24, 11, 9, 20, 19, 9, 11, 14, 20, 11, 7, 7, 5, 21, 20, 14, 17, 20, 20, 10, 22, 18, 11, 7, 20, 11, 18, 11, 15, 15, 11, 12, 15, 15, 18, 18, 17, 14, 17, 18, 7, 19, 17, 24, 17, 14, 15, 14, 17, 20, 16, 15, 20, 23, 18, 16, 20, 21, 20, 14, 12, 12, 24, 20, 23, 17, 17, 19, 25, 23, 20, 18, 19, 16, 18, 15, 15, 23, 19, 23, 19, 11, 21, 20, 21, 21, 13, 16, 17, 19, 11, 9, 11, 16, 17, 18, 22, 13, 18, 11, 9, 10, 14, 19, 12, 8, 5, 9, 15, 16, 13, 17, 7, 8, 20, 15, 21, 4, 15, 13, 18, 23, 22, 15, 19, 10, 25, 20, 18, 14, 13, 17, 21, 19, 8, 3, 19, 18, 13, 11, 19, 18, 17, 21, 17, 18, 20, 12, 16, 20, 18, 6, 22, 21, 18, 22, 3, 22, 12, 19, 10, 17, 19, 11, 14, 16, 21, 18, 24, 19, 11, 18, 22, 21, 17, 23, 9, 8, 16, 15, 19, 19, 19, 18]","[6, 6, 5, 4, 2, 2, 3, 4, 5, 5, 6, 2, 5, 7, 6, 2, 5, 3, 6, 7, 8, 3, 3, 7, 6, 8, 0, 6, 4, 8, 5, 6, 5, 6, 5, 8, 5, 7, 2, 7, 9, 10, 8, 3, 3, 4, 3, 6, 3, 10, 5, 6, 6, 8, 5, 7, 2, 6, 8, 6, 4, 3, 3, 9, 6, 7, 4, 7, 8, 3, 9, 4, 7, 2, 11, 9, 8, 7, 6, 3, 2, 4, 6, 6, 1, 1, 6, 6, 7, 3, 6, 2, 3, 2, 3, 4, 1, 4, 2, 2, 5, 6, 6, 1, 1, 6, 10, 2, 4, 3, 6, 9, 6, 5, 5, 4, 11, 8, 2, 8, 7, 7, 4, 5, 6, 6, 8, 8, 5, 4, 7, 7, 7, 8, 7, 7, 8, 5, 5, 5, 6, 2, 5, 8, 3, 2, 6, 5, 6, 5, 5, 8, 2, 11, 6, 5, 5, 7, 3, 11, 3, 9, 4, 3, 7, 9, 2, 7, 2, 6, 7, 6, 4, 4, 6, 6, 7, 4, 1, 4, 3, 3, 5, 6, 4, 3, 7, 2, 6, 0, 6, 3, 4, 5, 3, 3, 5, 5, 4, 3, 5, 5, 5, 6, 12, 2, 3, 5, 4, 4, 7, 2, 2, 1]","[54, 83, 37, 32, 44, 57, 79, 47, 66, 95, 76, 51, 82, 87, 59, 50, 47, 51, 53, 83, 53, 73, 29, 80, 63, 93, 17, 63, 41, 90, 88, 51, 82, 71, 74, 43, 63, 68, 56, 66, 69, 86, 67, 65, 44, 72, 66, 67, 52, 84, 76, 103, 80, 65, 111, 75, 37, 57, 73, 54, 47, 48, 54, 95, 77, 77, 73, 86, 77, 81, 89, 63, 83, 71, 94, 101, 88, 79, 98, 36, 41, 61, 81, 96, 21, 35, 93, 88, 95, 57, 90, 21, 71, 59, 60, 54, 38, 42, 55, 73, 67, 81, 78, 32, 41, 78, 99, 45, 94, 51, 80, 88, 65, 89, 63, 76, 90, 86, 42, 86, 83, 80, 65, 79, 88, 84, 94, 71, 68, 61, 59, 70, 64, 89, 88, 62, 62, 65, 56, 64, 61, 45, 63, 77, 80, 46, 80, 54, 78, 86, 101, 80, 54, 93, 89, 76, 69, 108, 70, 88, 81, 101, 75, 54, 56, 66, 57, 85, 40, 60, 85, 71, 71, 57, 81, 74, 79, 51, 34, 63, 57, 44, 84, 66, 62, 69, 67, 60, 70, 29, 76, 83, 75, 61, 73, 45, 85, 66, 58, 55, 80, 82, 86, 80, 110, 61, 78, 52, 62, 70, 85, 38, 37, 44]",68.3177570093458
8,Uncle Boltie,"[3, 15, 14, 16, 20, 18, 21, 27, 14, 28, 15, 17, 23, 31, 30, 30, 21, 21, 18, 24, 24, 23, 9, 16, 18, 24, 24, 14, 29, 25, 13, 24, 22, 16, 13, 16, 21, 24, 17, 12, 38, 6, 28, 30]","[0, 0, 3, 7, 5, 0, 12, 1, 2, 4, 8, 0, 3, 9, 3, 8, 2, 1, 7, 5, 6, 4, 6, 5, 5, 2, 5, 10, 4, 7, 4, 8, 5, 4, 3, 4, 5, 6, 4, 10, 2, 4, 2, 3]","[12, 23, 21, 24, 28, 23, 18, 22, 24, 24, 24, 14, 11, 22, 12, 19, 9, 18, 17, 17, 19, 16, 21, 8, 12, 9, 19, 20, 18, 20, 18, 26, 8, 10, 20, 12, 25, 14, 12, 23, 20, 19, 13, 16]","[1, 0, 2, 3, 1, 3, 5, 5, 1, 4, 2, 3, 6, 5, 9, 6, 3, 2, 3, 5, 4, 5, 0, 3, 4, 3, 3, 2, 6, 2, 0, 3, 6, 2, 1, 5, 2, 5, 4, 0, 8, 1, 6, 5]","[9, 35, 39, 49, 51, 47, 58, 65, 36, 65, 39, 52, 54, 85, 76, 76, 45, 43, 45, 62, 69, 58, 26, 40, 46, 55, 66, 38, 71, 59, 32, 61, 56, 45, 33, 39, 53, 64, 43, 37, 81, 16, 58, 74]",51.15909090909091
1,Old Man Scraps,"[22, 34, 13, 19, 16, 25, 18, 19, 20, 20, 20, 24, 22, 23, 14, 16, 26, 16, 23, 19, 19, 8, 16, 22, 20, 19, 32, 16, 15, 18, 21, 30, 23, 25, 22, 29, 33, 28, 23, 27, 22, 15, 21, 21, 17, 18, 25, 11, 15, 16, 23, 14, 28, 30, 27, 35, 35, 24, 22, 16, 24, 22, 19, 12, 30, 19, 14, 10, 27, 12, 29, 22, 18, 17, 20, 14, 17, 15, 18, 21, 20, 11, 31, 22, 26, 21, 20, 20, 24, 22, 23, 22, 34, 23, 18, 22, 28, 11, 3, 15, 22, 6, 19, 14, 16, 22, 15, 32, 31, 6, 31, 30, 25, 10, 11, 27, 29, 15, 10, 27, 28, 24, 7, 16, 28, 30, 15, 11, 21, 8, 15, 16, 20, 9, 21, 16, 8, 26, 14, 24, 19, 30, 27, 22, 20, 19, 16, 13, 25, 20, 13, 28, 23, 29, 32, 18, 22, 20, 30, 28, 21, 15, 18, 29, 26, 3, 31, 30, 4, 21, 21, 20, 15, 29, 29, 25, 17, 15, 12, 18, 23, 21, 12, 23, 18, 10, 20, 26, 12, 19, 32, 5, 24, 23, 28, 18, 27, 28, 12, 25, 22, 20, 17, 22, 14, 14, 14, 19, 21, 14, 27, 20, 19, 12, 15, 21, 25, 19, 16, 25, 16, 17, 13, 12, 18, 14, 20, 24, 14, 16, 18, 19, 19, 18, 12, 16, 32, 12, 17, 21, 21, 21, 14, 17, 12, 20, 9, 11, 20, 20, 15, 16, 18, 29, 18, 19, 23, 25, 18, 13, 20, 9, 9, 3, 6, 8, 9, 17]","[5, 8, 3, 4, 2, 2, 3, 7, 4, 4, 4, 1, 2, 3, 2, 3, 5, 2, 2, 4, 5, 4, 2, 4, 5, 2, 4, 4, 3, 6, 4, 0, 0, 3, 3, 6, 3, 6, 8, 5, 2, 5, 5, 9, 5, 2, 7, 6, 5, 4, 3, 3, 3, 5, 3, 5, 3, 3, 5, 2, 3, 4, 5, 2, 3, 0, 2, 2, 7, 1, 2, 4, 1, 4, 3, 3, 5, 9, 4, 4, 3, 1, 4, 5, 4, 5, 7, 7, 6, 1, 3, 8, 4, 4, 3, 0, 2, 6, 0, 9, 7, 2, 8, 2, 2, 3, 4, 2, 6, 4, 8, 3, 0, 5, 4, 1, 5, 4, 2, 5, 4, 2, 1, 2, 3, 7, 4, 3, 2, 0, 3, 6, 2, 3, 2, 5, 3, 3, 8, 3, 2, 6, 6, 3, 2, 5, 2, 3, 2, 9, 1, 6, 1, 3, 4, 2, 5, 6, 8, 5, 6, 9, 4, 3, 8, 0, 1, 6, 2, 5, 5, 2, 2, 5, 8, 9, 6, 3, 3, 5, 5, 10, 1, 4, 5, 4, 6, 6, 2, 4, 4, 3, 7, 5, 8, 5, 4, 4, 7, 4, 4, 2, 4, 3, 6, 4, 2, 8, 5, 6, 7, 5, 4, 2, 5, 3, 4, 8, 3, 7, 6, 4, 2, 1, 7, 3, 4, 3, 3, 5, 6, 3, 9, 5, 3, 5, 8, 3, 2, 5, 6, 1, 7, 3, 6, 1, 3, 1, 3, 4, 6, 4, 2, 2, 6, 8, 11, 5, 5, 15, 7, 1, 5, 0, 0, 0, 4, 4]","[13, 20, 20, 11, 13, 19, 21, 17, 23, 11, 14, 17, 17, 20, 10, 19, 13, 18, 17, 17, 25, 24, 19, 21, 22, 18, 22, 24, 15, 22, 23, 19, 17, 9, 16, 18, 10, 20, 20, 19, 8, 24, 22, 21, 11, 11, 15, 20, 12, 12, 20, 21, 17, 13, 19, 11, 16, 9, 15, 9, 9, 18, 19, 2, 21, 18, 12, 16, 13, 16, 19, 16, 18, 19, 19, 11, 16, 19, 12, 16, 16, 4, 18, 16, 15, 17, 19, 20, 16, 11, 22, 21, 18, 17, 17, 14, 17, 21, 6, 17, 22, 14, 23, 17, 16, 19, 21, 20, 13, 13, 20, 21, 19, 18, 23, 18, 23, 21, 18, 20, 21, 15, 5, 17, 20, 14, 17, 17, 21, 16, 20, 19, 10, 17, 14, 21, 12, 19, 18, 21, 10, 14, 19, 15, 18, 17, 10, 14, 11, 14, 7, 10, 19, 23, 21, 16, 12, 17, 17, 25, 11, 23, 13, 21, 21, 4, 20, 22, 9, 18, 15, 23, 20, 18, 22, 17, 21, 20, 22, 21, 21, 22, 11, 17, 21, 16, 22, 16, 19, 11, 22, 19, 24, 18, 21, 25, 15, 14, 16, 21, 17, 20, 16, 10, 19, 19, 21, 22, 9, 22, 23, 23, 25, 18, 19, 14, 22, 20, 16, 23, 20, 11, 20, 17, 19, 22, 22, 17, 21, 11, 23, 14, 21, 8, 19, 19, 16, 17, 9, 14, 11, 12, 21, 11, 23, 16, 19, 17, 10, 10, 16, 11, 22, 21, 12, 25, 19, 17, 22, 17, 20, 16, 9, 7, 20, 18, 17, 20]","[5, 5, 3, 4, 2, 5, 1, 3, 2, 5, 4, 3, 2, 2, 2, 1, 5, 1, 1, 1, 2, 1, 2, 2, 4, 5, 5, 1, 1, 3, 0, 4, 3, 4, 3, 6, 9, 3, 5, 3, 6, 2, 5, 3, 3, 4, 5, 1, 3, 6, 4, 2, 5, 7, 8, 4, 5, 5, 3, 3, 7, 3, 4, 3, 5, 4, 3, 1, 6, 1, 7, 3, 0, 1, 2, 3, 3, 3, 4, 2, 1, 3, 7, 5, 6, 5, 3, 5, 4, 4, 3, 3, 3, 2, 2, 3, 3, 0, 0, 0, 2, 0, 3, 1, 0, 4, 2, 7, 7, 0, 7, 5, 3, 0, 0, 5, 4, 4, 0, 5, 6, 1, 2, 1, 6, 5, 1, 1, 3, 0, 1, 2, 5, 2, 4, 3, 1, 4, 4, 5, 5, 6, 6, 1, 3, 1, 2, 4, 4, 2, 4, 7, 4, 6, 6, 3, 3, 3, 6, 3, 4, 2, 3, 2, 3, 0, 3, 2, 2, 3, 3, 2, 2, 5, 3, 4, 2, 1, 1, 3, 5, 3, 2, 5, 4, 0, 3, 2, 0, 1, 4, 0, 4, 4, 3, 2, 6, 6, 1, 5, 6, 3, 1, 5, 2, 0, 3, 2, 4, 1, 3, 2, 4, 2, 2, 3, 2, 4, 2, 8, 2, 7, 1, 0, 2, 1, 2, 6, 2, 1, 3, 3, 0, 3, 1, 3, 6, 1, 3, 7, 6, 6, 2, 1, 0, 5, 3, 0, 6, 6, 1, 3, 2, 4, 2, 2, 5, 7, 1, 2, 2, 1, 3, 1, 0, 0, 0, 1]","[59, 86, 37, 54, 42, 63, 48, 46, 50, 49, 51, 62, 52, 56, 32, 37, 61, 38, 52, 46, 45, 22, 39, 60, 54, 53, 76, 36, 37, 52, 51, 71, 51, 56, 62, 80, 80, 69, 69, 66, 47, 40, 51, 62, 44, 42, 72, 31, 37, 45, 51, 32, 65, 67, 63, 91, 83, 58, 56, 34, 59, 58, 51, 26, 72, 49, 37, 25, 68, 25, 72, 59, 41, 46, 43, 37, 44, 41, 52, 51, 50, 23, 76, 55, 70, 54, 53, 56, 59, 51, 57, 62, 83, 51, 45, 57, 66, 41, 6, 44, 57, 14, 55, 36, 34, 60, 41, 68, 74, 16, 82, 67, 54, 25, 27, 66, 74, 42, 25, 68, 72, 54, 15, 42, 74, 74, 37, 29, 53, 16, 41, 40, 48, 24, 57, 46, 20, 63, 40, 60, 46, 73, 67, 49, 50, 48, 38, 35, 55, 51, 29, 76, 52, 63, 71, 49, 56, 48, 74, 66, 50, 48, 42, 77, 75, 6, 68, 75, 12, 51, 52, 49, 38, 71, 74, 68, 46, 35, 29, 51, 54, 67, 25, 59, 47, 26, 46, 64, 26, 50, 75, 16, 56, 53, 67, 48, 73, 66, 37, 62, 59, 50, 44, 55, 38, 34, 44, 51, 54, 45, 65, 51, 51, 29, 38, 61, 60, 55, 40, 74, 45, 46, 30, 25, 48, 37, 47, 68, 35, 40, 48, 49, 54, 44, 29, 44, 81, 39, 37, 58, 56, 53, 43, 49, 41, 70, 26, 26, 47, 55, 41, 41, 46, 67, 51, 50, 64, 66, 47, 47, 49, 21, 29, 8, 12, 22, 22, 38]",49.79477611940298
5,GUZZA,"[16, 21, 24, 32, 27, 15, 18, 22, 19, 21, 21, 17, 11, 11, 33, 23, 25, 24, 15, 14, 19, 18, 18, 13, 22, 24, 16, 27, 23, 5, 25, 14, 20, 20, 20, 13, 10, 18, 10, 26, 15, 14, 25, 15, 9, 16, 8, 8]","[5, 4, 3, 3, 4, 5, 5, 3, 3, 6, 6, 2, 5, 3, 6, 3, 3, 4, 8, 6, 8, 10, 8, 3, 8, 4, 6, 2, 11, 3, 3, 6, 4, 4, 5, 5, 2, 3, 1, 7, 3, 6, 4, 4, 4, 7, 3, 1]","[22, 23, 16, 14, 13, 20, 22, 8, 21, 14, 21, 21, 23, 26, 19, 17, 23, 19, 20, 20, 22, 25, 24, 19, 22, 9, 23, 15, 22, 13, 22, 8, 23, 20, 21, 12, 12, 15, 10, 19, 12, 12, 6, 13, 19, 18, 18, 19]","[1, 5, 7, 5, 8, 3, 2, 7, 1, 4, 4, 5, 2, 1, 5, 5, 3, 4, 4, 2, 3, 3, 2, 3, 4, 5, 0, 4, 5, 0, 3, 2, 3, 2, 2, 2, 1, 3, 1, 5, 2, 2, 6, 3, 1, 2, 1, 0]","[46, 60, 51, 78, 66, 35, 48, 57, 46, 58, 48, 47, 31, 33, 77, 60, 61, 59, 46, 37, 59, 52, 48, 42, 54, 59, 39, 63, 64, 14, 61, 37, 47, 54, 51, 35, 25, 49, 22, 70, 38, 38, 55, 41, 27, 44, 19, 17]",47.25
